value,product_id,id
2015-7.4,153,3075
2015-7.5,153,3076
2015-7.6,153,3077
2015-8.1,153,3078
2015-8.2,153,3079
2015-8.3,153,3080
2015-8.4,153,3081
2015-8.5,153,3082
2015-8.6,153,3083
2015-9.1,153,3084
2015-9.2,153,3085
2015-9.3,153,3086
2015-9.4,153,3087
2015-9.5,153,3088
2015-9.6,153,3089
2016-1.1,153,3090
2016-1.2,153,3091
2016-1.3,153,3092
2016-1.4,153,3093
2016-1.5,153,3094
2016-1.6,153,3095
2016-10.1,153,3096
2016-10.2,153,3097
2016-10.3,153,3098
2016-10.4,153,3099
2016-10.5,153,3100
2016-10.6,153,3101
2016-11.1,153,3102
2016-11.2,153,3103
2016-11.3,153,3104
2016-11.4,153,3105
2016-11.5,153,3106
2016-11.6,153,3107
2016-12.1,153,3108
2016-12.2,153,3109
2016-12.3,153,3110
2016-12.4,153,3111
2016-12.5,153,3112
2016-12.6,153,3113
2016-2.1,153,3114
2016-2.2,153,3115
2016-2.3,153,3116
2016-2.4,153,3117
2016-2.5,153,3118
2016-2.6,153,3119
2016-3.1,153,3120
2016-3.2,153,3121
2016-3.3,153,3122
2016-3.4,153,3123
2016-3.5,153,3124
2016-3.6,153,3125
2016-4.1,153,3126
2016-4.2,153,3127
2016-4.3,153,3128
2016-4.4,153,3129
2016-4.5,153,3130
2016-4.6,153,3131
2016-5.1,153,3132
2016-5.2,153,3133
2016-5.3,153,3134
2016-5.4,153,3135
2016-5.5,153,3136
2016-5.6,153,3137
2016-6.1,153,3138
2016-6.2,153,3139
2016-6.3,153,3140
2016-6.4,153,3141
2016-6.5,153,3142
2016-6.6,153,3143
2016-7.1,153,3144
2016-7.2,153,3145
2016-7.3,153,3146
2016-7.4,153,3147
2016-7.5,153,3148
2016-7.6,153,3149
2016-8.1,153,3150
2016-8.2,153,3151
2016-8.3,153,3152
2016-8.4,153,3153
2016-8.5,153,3154
2016-8.6,153,3155
2016-9.1,153,3156
2016-9.2,153,3157
2016-9.3,153,3158
2016-9.4,153,3159
2016-9.5,153,3160
2016-9.6,153,3161
next,153,3162
other,153,2945
1.0,154,3258
1.1,154,3259
1.5,154,3260
1.6,154,3261
1.7,154,3262
1.8,154,3263
1.9,154,3264
1.x,154,3265
2.0,154,3266
2.1,154,3267
2.2,154,3268
3.0,154,3269
3.1,154,3270
3.2,154,3271
4.0,154,3272
4.2,154,3273
other,154,3274
Trunk,154,3275
unspecified,154,3257
---,155,3927
Development/Staging,155,3928
Production,155,3929
unspecified,155,3293
unspecified,156,3315
unspecified,157,3316
unspecified,158,3496
---,159,3584
1.0,159,3585
"1.0 Branch",160,3749
"1.4 Branch",160,3750
"1.7 Branch",160,3751
"1.8 Branch",160,3752
"1.9.0 Branch",160,3753
"1.9.1 Branch",160,3754
"1.9.2 Branch",160,3755
"10 Branch",160,3756
"11 Branch",160,3757
"12 Branch",160,3758
"13 Branch",160,3759
"14 Branch",160,3760
"15 Branch",160,3761
"16 Branch",160,3762
"17 Branch",160,3763
"18 Branch",160,3764
"19 Branch",160,3765
"2.0 Branch",160,3766
"20 Branch",160,3767
"21 Branch",160,3768
"22 Branch",160,3769
"23 Branch",160,3770
"24 Branch",160,3771
"25 Branch",160,3772
"26 Branch",160,3773
"27 Branch",160,3774
"28 Branch",160,3775
"29 Branch",160,3776
"30 Branch",160,3777
"31 Branch",160,3778
"32 Branch",160,3779
"33 Branch",160,3780
"34 Branch",160,3781
"35 Branch",160,3782
"36 Branch",160,3783
"37 Branch",160,3784
"38 Branch",160,3785
"39 Branch",160,3786
"40 Branch",160,3787
"41 Branch",160,3788
"42 Branch",160,3789
"43 Branch",160,3790
"44 Branch",160,3791
"45 Branch",160,3792
"46 Branch",160,3793
"47 Branch",160,3794
"48 Branch",160,3795
"49 Branch",160,3796
"5 Branch",160,3797
"50 Branch",160,3798
"51 Branch",160,3799
"52 Branch",160,3800
"53 Branch",160,3801
"54 Branch",160,3802
"55 Branch",160,3803
"56 Branch",160,3804
"57 Branch",160,3805
"58 Branch",160,3806
"59 Branch",160,3807
"6 Branch",160,3808
"60 Branch",160,3809
"61 Branch",160,3887
"62 Branch",160,4253
"63 Branch",160,4254
"7 Branch",160,3810
"8 Branch",160,3811
"9 Branch",160,3812
"Other Branch",160,3813
Trunk,160,3814
unspecified,160,3748
"Version 3",160,3876
---,161,3877
4.0,161,3879
4.1,161,3880
5.0,161,3881
5.1,161,3882
5.2,161,3883
unspecified,162,3878
"1.0 Branch",163,3986
"1.5.0.x Branch",163,3987
"10 Branch",163,3988
"11 Branch",163,3989
"12 Branch",163,3990
"13 Branch",163,3991
"14 Branch",163,3992
"15 Branch",163,3993
"16 Branch",163,3994
"17 Branch",163,3995
"18 Branch",163,3996
"19 Branch",163,3997
"2.0 Branch",163,3998
"20 Branch",163,3999
"21 Branch",163,4000
"22 Branch",163,4001
"23 Branch",163,4002
"24 Branch",163,4003
"25 Branch",163,4004
"26 Branch",163,4005
"27 Branch",163,4006
"28 Branch",163,4007
"29 Branch",163,4008
"3.0 Branch",163,4009
"3.5 Branch",163,4010
"3.6 Branch",163,4011
"30 Branch",163,4012
"31 Branch",163,4013
"32 Branch",163,4014
"33 Branch",163,4015
"34 Branch",163,4016
"35 Branch",163,4017
"36 Branch",163,4018
"37 Branch",163,4019
"38 Branch",163,4020
"39 Branch",163,4021
"4.0 Branch",163,4022
"40 Branch",163,4023
"41 Branch",163,4024
"42 Branch",163,4025
"43 Branch",163,4026
"44 Branch",163,4027
"45 Branch",163,4028
"46 Branch",163,4029
"47 Branch",163,4030
"48 Branch",163,4031
"49 Branch",163,4032
"5 Branch",163,4033
"50 Branch",163,4034
"51 Branch",163,4035
"52 Branch",163,4036
"53 Branch",163,4037
"54 Branch",163,4038
"55 Branch",163,4039
"56 Branch",163,4040
"57 Branch",163,4041
"58 Branch",163,4042
"59 Branch",163,4043
"6 Branch",163,4044
"60 Branch",163,4045
"61 Branch",163,4046
"62 Branch",163,4248
"63 Branch",163,4249
"7 Branch",163,4047
"8 Branch",163,4048
"9 Branch",163,4049
Trunk,163,4050
unspecified,163,3961
Beta,164,3978
Development/Staging,164,3979
"Firefox 4",164,3980
"Firefox 5",164,3981
"Firefox 6",164,3982
other,164,3983
Production,164,3984
Trunk,164,3985
unspecified,164,3977
"1.0 Branch",165,4115
"1.5.0.x Branch",165,4116
"1.7 Branch",165,4117
"1.8 Branch",165,4118
"1.8.0 Branch",165,4119
"1.9.0 Branch",165,4120
"1.9.1 Branch",165,4121
"1.9.2 Branch",165,4122
"10 Branch",165,4123
"11 Branch",165,4124
"12 Branch",165,4125
"13 Branch",165,4126
"14 Branch",165,4127
"15 Branch",165,4128
"16 Branch",165,4129
"17 Branch",165,4130
"18 Branch",165,4131
"19 Branch",165,4132
2.0,165,4133
"2.0 Branch",165,4134
"20 Branch",165,4135
"21 Branch",165,4136
"22 Branch",165,4137
"23 Branch",165,4138
"24 Branch",165,4139
"25 Branch",165,4140
"26 Branch",165,4141
"27 Branch",165,4142
"28 Branch",165,4143
"29 Branch",165,4144
3.0,165,4145
"3.0 Branch",165,4146
3.2,165,4147
"3.5 Branch",165,4148
"3.6 Branch",165,4149
"30 Branch",165,4150
"31 Branch",165,4151
"32 Branch",165,4152
"33 Branch",165,4153
"34 Branch",165,4154
"35 Branch",165,4155
"36 Branch",165,4156
"37 Branch",165,4157
"38 Branch",165,4158
"39 Branch",165,4159
"4.0 Branch",165,4160
4.x,165,4161
"40 Branch",165,4162
"41 Branch",165,4163
"42 Branch",165,4164
"43 Branch",165,4165
"44 Branch",165,4166
"45 Branch",165,4167
"46 Branch",165,4168
"47 Branch",165,4169
"48 Branch",165,4170
"49 Branch",165,4171
"5 Branch",165,4172
"50 Branch",165,4173
"51 Branch",165,4174
"52 Branch",165,4175
"53 Branch",165,4176
"54 Branch",165,4177
"55 Branch",165,4178
"56 Branch",165,4179
"57 Branch",165,4180
"58 Branch",165,4181
"59 Branch",165,4182
"6 Branch",165,4183
"60 Branch",165,4184
"61 Branch",165,4185
"62 Branch",165,4186
"63 Branch",165,4258
"7 Branch",165,4187
"8 Branch",165,4188
"9 Branch",165,4189
BW-2.0,165,4190
Trunk,165,4191
unspecified,165,4114
