value,product_id,id
2014-01.6,75,1444
2014-02.1,75,1445
2014-02.2,75,1446
2014-02.3,75,1447
2014-02.4,75,1448
2014-02.5,75,1449
2014-02.6,75,1450
2014-03.1,75,1451
2014-03.2,75,1452
2014-03.3,75,1453
2014-03.4,75,1454
2014-03.5,75,1455
2014-03.6,75,1456
2014-04.1,75,1457
2014-04.2,75,1458
2014-04.3,75,1459
2014-04.4,75,1460
2014-04.5,75,1461
2014-04.6,75,1462
2014-05.1,75,1463
2014-05.2,75,1464
2014-05.3,75,1465
2014-05.4,75,1466
2014-05.5,75,1467
2014-05.6,75,1468
2014-06.1,75,1469
2014-06.2,75,1470
2014-06.3,75,1471
2014-06.4,75,1472
2014-06.5,75,1473
2014-06.6,75,1474
2014-07.1,75,1631
2014-07.2,75,1632
2014-07.3,75,1633
2014-07.4,75,1634
2014-07.5,75,1635
2014-07.6,75,1636
2014-08.1,75,1637
2014-08.2,75,1638
2014-08.3,75,1639
2014-08.4,75,1640
2014-08.5,75,1641
2014-08.6,75,1642
2014-09.1,75,1643
2014-09.2,75,1644
2014-09.3,75,1645
2014-09.4,75,1646
2014-09.5,75,1647
2014-09.6,75,1648
2014-10.1,75,1649
2014-10.2,75,1650
2014-10.3,75,1651
2014-10.4,75,1652
2014-10.5,75,1653
2014-10.6,75,1654
2014-11.1,75,1655
2014-11.2,75,1656
2014-11.3,75,1657
2014-11.4,75,1658
2014-11.5,75,1659
2014-11.6,75,1660
2014-12.1,75,1661
2014-12.2,75,1662
2014-12.3,75,1663
2014-12.4,75,1664
2014-12.5,75,1665
2014-12.6,75,1666
2015-1.1,75,1957
2015-1.2,75,1958
2015-1.3,75,1959
2015-1.4,75,1960
2015-1.5,75,1961
2015-1.6,75,1962
2015-10.1,75,2011
2015-10.2,75,2012
2015-10.3,75,2013
2015-10.4,75,2014
2015-10.5,75,2015
2015-10.6,75,2016
2015-11.1,75,2017
2015-11.2,75,2018
2015-11.3,75,2019
2015-11.4,75,2020
2015-11.5,75,2021
2015-11.6,75,2022
2015-12.1,75,2023
2015-12.2,75,2024
2015-12.3,75,2025
2015-12.4,75,2026
2015-12.5,75,2027
2015-12.6,75,2028
2015-2.1,75,1963
2015-2.2,75,1964
2015-2.3,75,1965
2015-2.4,75,1966
2015-2.5,75,1967
2015-2.6,75,1968
2015-3.1,75,1969
2015-3.2,75,1970
2015-3.3,75,1971
2015-3.4,75,1972
2015-3.5,75,1973
2015-3.6,75,1974
2015-4.1,75,1975
2015-4.2,75,1976
2015-4.3,75,1977
2015-4.4,75,1978
2015-4.5,75,1979
2015-4.6,75,1980
2015-5.1,75,1981
2015-5.2,75,1982
2015-5.3,75,1983
2015-5.4,75,1984
2015-5.5,75,1985
2015-5.6,75,1986
2015-6.1,75,1987
2015-6.2,75,1988
2015-6.3,75,1989
2015-6.4,75,1990
2015-6.5,75,1991
2015-6.6,75,1992
2015-7.1,75,1993
2015-7.2,75,1994
2015-7.3,75,1995
2015-7.4,75,1996
2015-7.5,75,1997
2015-7.6,75,1998
2015-8.1,75,1999
2015-8.2,75,2000
2015-8.3,75,2001
2015-8.4,75,2002
2015-8.5,75,2003
2015-8.6,75,2004
2015-9.1,75,2005
2015-9.2,75,2006
2015-9.3,75,2007
2015-9.4,75,2008
2015-9.5,75,2009
2015-9.6,75,2010
2016-1.1,75,2454
2016-1.2,75,2455
2016-1.3,75,2456
2016-1.4,75,2457
2016-1.5,75,2458
2016-1.6,75,2459
2016-10.1,75,2508
2016-10.2,75,2509
2016-10.3,75,2510
2016-10.4,75,2511
2016-10.5,75,2512
2016-10.6,75,2513
2016-11.1,75,2514
2016-11.2,75,2515
2016-11.3,75,2516
2016-11.4,75,2517
2016-11.5,75,2518
2016-11.6,75,2519
2016-12.1,75,2520
2016-12.2,75,2521
2016-12.3,75,2522
2016-12.4,75,2523
2016-12.5,75,2524
2016-12.6,75,2525
2016-2.1,75,2460
2016-2.2,75,2461
2016-2.3,75,2462
2016-2.4,75,2463
2016-2.5,75,2464
2016-2.6,75,2465
2016-3.1,75,2466
2016-3.2,75,2467
2016-3.3,75,2468
2016-3.4,75,2469
2016-3.5,75,2470
2016-3.6,75,2471
2016-4.1,75,2472
2016-4.2,75,2473
2016-4.3,75,2474
2016-4.4,75,2475
2016-4.5,75,2476
2016-4.6,75,2477
2016-5.1,75,2478
2016-5.2,75,2479
2016-5.3,75,2480
2016-5.4,75,2481
2016-5.5,75,2482
2016-5.6,75,2483
2016-6.1,75,2484
2016-6.2,75,2485
2016-6.3,75,2486
2016-6.4,75,2487
2016-6.5,75,2488
2016-6.6,75,2489
2016-7.1,75,2490
2016-7.2,75,2491
2016-7.3,75,2492
2016-7.4,75,2493
2016-7.5,75,2494
2016-7.6,75,2495
2016-8.1,75,2496
2016-8.2,75,2497
2016-8.3,75,2498
2016-8.4,75,2499
2016-8.5,75,2500
2016-8.6,75,2501
2016-9.1,75,2502
2016-9.2,75,2503
2016-9.3,75,2504
2016-9.4,75,2505
2016-9.5,75,2506
2016-9.6,75,2507
next,75,1438
other,75,818
0.1,76,835
0.2,76,836
0.3,76,837
1.0,76,838
1.1,76,839
1.5,76,840
1.6,76,841
1.7,76,842
1.8,76,843
1.9,76,844
1.x,76,845
2.0,76,846
2.1,76,847
2.10,76,848
2.2,76,849
2.3,76,850
2.4,76,851
2.5,76,852
2.6,76,853
2.7,76,854
2.8,76,855
3.0,76,856
3.1,76,857
3.2,76,858
4.0,76,859
4.1,76,860
4.2,76,861
4.3,76,862
4.4,76,863
4.5,76,864
5.0,76,865
other,76,866
Trunk,76,867
unspecified,76,821
unspecified,77,822
2.0,78,873
unspecified,78,872
unspecified,79,874
"1.0 Branch",80,909
"1.5.0.x Branch",80,910
"10 Branch",80,921
"11 Branch",80,922
"12 Branch",80,923
"13 Branch",80,924
"14 Branch",80,925
"2.0 Branch",80,911
"3.0 Branch",80,912
"3.5 Branch",80,913
"3.6 Branch",80,914
"4.0 Branch",80,915
"5 Branch",80,916
"6 Branch",80,917
"7 Branch",80,918
"8 Branch",80,919
"9 Branch",80,920
"Fennec 1.1",80,927
"Firefox 10",80,934
"Firefox 11",80,935
"Firefox 12",80,936
"Firefox 13",80,937
"Firefox 14",80,938
"Firefox 4.0",80,928
"Firefox 5",80,929
"Firefox 6",80,930
"Firefox 7",80,931
"Firefox 8",80,932
"Firefox 9",80,933
Trunk,80,926
unspecified,80,908
---,81,952
unspecified,82,957
"38 Branch",83,3930
"39 Branch",83,3931
"40 Branch",83,3932
"41 Branch",83,3933
"42 Branch",83,3934
"43 Branch",83,3935
"44 Branch",83,3936
"45 Branch",83,3937
"46 Branch",83,3938
"47 Branch",83,3939
"48 Branch",83,3940
"49 Branch",83,3941
"50 Branch",83,3942
"51 Branch",83,3943
"52 Branch",83,3944
"53 Branch",83,3945
"54 Branch",83,3946
"55 Branch",83,3947
"56 Branch",83,3948
"57 Branch",83,3949
"58 Branch",83,3950
"59 Branch",83,3951
"60 Branch",83,3952
"61 Branch",83,3953
"62 Branch",83,3954
unspecified,83,967
"Version 1",83,1605
"Version 2",83,1606
"Version 3",83,3955
"Version 4",83,3956
.5,84,971
1.0,84,972
"1.0 Branch",84,973
"1.4 Branch",84,974
"1.7 Branch",84,975
"1.8 Branch",84,976
"1.9.0 Branch",84,977
"1.9.1 Branch",84,978
"1.9.2 Branch",84,979
2.0,84,980
5,84,981
"Other Branch",84,982
Trunk,84,983
unspecified,84,968
1.0,87,985
1.1,87,1180
1.2,87,1181
1.3,87,1182
1.4,87,1183
1.5,87,1184
2.0,87,1388
2014-Q2,87,1527
2014-Q3,87,1528
2014-Q4,87,1529
Avenir,87,1389
unspecified,87,2387
unspecified,88,988
unspecified,89,989
unspecified,91,1003
Beta,93,1027
Development/Staging,93,1526
"Firefox 4",93,1028
"Firefox 5",93,1029
"Firefox 6",93,1030
other,93,1031
Production,93,1525
Trunk,93,1032
unspecified,93,1026
"1.0 Branch",94,1054
"1.5.0.x Branch",94,1055
"10 Branch",94,1056
"11 Branch",94,1057
"12 Branch",94,1058
"13 Branch",94,1059
"14 Branch",94,1060
"15 Branch",94,1061
"16 Branch",94,1062
"17 Branch",94,1063
"18 Branch",94,1064
"19 Branch",94,2547
"2.0 Branch",94,1065
"20 Branch",94,2548
"21 Branch",94,2549
"22 Branch",94,2550
"23 Branch",94,2551
"24 Branch",94,2552
"25 Branch",94,2553
"26 Branch",94,2554
"27 Branch",94,2555
"28 Branch",94,2556
"29 Branch",94,2557
"3.0 Branch",94,1066
"3.5 Branch",94,1067
"3.6 Branch",94,1068
"30 Branch",94,2558
"31 Branch",94,2559
"32 Branch",94,2560
"33 Branch",94,2561
"34 Branch",94,2562
"35 Branch",94,2563
"36 Branch",94,2564
"37 Branch",94,2565
"38 Branch",94,2566
"39 Branch",94,2567
"4.0 Branch",94,1069
"40 Branch",94,2568
"41 Branch",94,2569
"42 Branch",94,2570
"43 Branch",94,2571
"44 Branch",94,2572
"45 Branch",94,2573
"46 Branch",94,2574
"47 Branch",94,2575
"48 Branch",94,2644
"49 Branch",94,2668
"5 Branch",94,1070
"50 Branch",94,3962
"51 Branch",94,3963
"52 Branch",94,3964
"53 Branch",94,3965
"54 Branch",94,3966
"55 Branch",94,3967
"56 Branch",94,3968
"57 Branch",94,3969
"58 Branch",94,3970
"59 Branch",94,3971
"6 Branch",94,1071
"60 Branch",94,3972
"61 Branch",94,3973
"7 Branch",94,1072
"8 Branch",94,1073
"9 Branch",94,1074
Trunk,94,1075
unspecified,94,1053
"1.0 Branch",95,1097
"1.5.0.x Branch",95,1098
"10 Branch",95,1099
"11 Branch",95,1100
"12 Branch",95,1101
"13 Branch",95,1102
"14 Branch",95,1103
"15 Branch",95,1104
"16 Branch",95,1105
"17 Branch",95,1106
"18 Branch",95,1107
"19 Branch",95,1108
"2.0 Branch",95,1109
"20 Branch",95,1148
"21 Branch",95,1162
"22 Branch",95,1189
"23 Branch",95,1221
"24 Branch",95,1318
"25 Branch",95,1337
"26 Branch",95,1380
"27 Branch",95,1395
"28 Branch",95,1419
"29 Branch",95,1482
"3.0 Branch",95,1110
"3.5 Branch",95,1111
"3.6 Branch",95,1112
"30 Branch",95,1536
"31 Branch",95,1554
"32 Branch",95,1589
"33 Branch",95,1612
"34 Branch",95,1682
"35 Branch",95,1713
"36 Branch",95,1930
"37 Branch",95,1945
"38 Branch",95,2135
"39 Branch",95,2146
"4.0 Branch",95,1113
"40 Branch",95,2162
"5 Branch",95,1114
"6 Branch",95,1115
"7 Branch",95,1116
"8 Branch",95,1117
"9 Branch",95,1118
Trunk,95,1119
unspecified,95,1085
0.x,96,1095
1.0,96,1410
unspecified,96,1094
unspecified,97,1135
unspecified,98,1158
unspecified,99,1170
unspecified,101,1204
"11 Branch",102,3337
"12 Branch",102,3338
"13 Branch",102,3339
"14 Branch",102,3340
"15 Branch",102,3341
"16 Branch",102,3342
"17 Branch",102,3343
"18 Branch",102,3344
"19 Branch",102,3345
"20 Branch",102,3346
"21 Branch",102,3347
"22 Branch",102,3348
"23 Branch",102,3349
"24 Branch",102,3350
"25 Branch",102,3351
"26 Branch",102,3352
"27 Branch",102,3353
"28 Branch",102,3354
"29 Branch",102,3355
"30 Branch",102,3356
"31 Branch",102,3357
"32 Branch",102,3358
"33 Branch",102,3359
"34 Branch",102,3360
"35 Branch",102,3361
"36 Branch",102,3362
"37 Branch",102,3363
"38 Branch",102,3364
"39 Branch",102,3365
"40 Branch",102,3366
"41 Branch",102,3367
"42 Branch",102,3368
"43 Branch",102,3369
"44 Branch",102,3370
"45 Branch",102,3371
"46 Branch",102,3372
"47 Branch",102,3373
"48 Branch",102,3374
"49 Branch",102,3375
"50 Branch",102,3376
"51 Branch",102,3377
"52 Branch",102,3378
"53 Branch",102,3379
"54 Branch",102,3380
"55 Branch",102,3381
"56 Branch",102,3420
"Firefox 22",102,1217
"Firefox 23",102,1218
"Firefox 24",102,1314
"Firefox 25",102,1333
"Firefox 26",102,1376
"Firefox 27",102,1391
"Firefox 28",102,1415
"Firefox 29",102,1478
"Firefox 30",102,1532
"Firefox 31",102,1550
"Firefox 32",102,1585
"Firefox 33",102,1608
"Firefox 34",102,1678
"Firefox 35",102,1709
"Firefox 36",102,1926
"Firefox 37",102,1941
"Firefox 38",102,2133
"Firefox 39",102,2142
"Firefox 40",102,2158
"Firefox 41",102,2276
"Firefox 42",102,2294
"Firefox 43",102,2319
"Firefox 44",102,2343
"Firefox 45",102,2364
"Firefox 46",102,2438
"Firefox 47",102,2533
"Firefox 48",102,2601
"Firefox 49",102,2666
"Firefox 50",102,2717
"Firefox 51",102,2888
"Firefox 52",102,2902
"Firefox 53",102,2926
"Firefox 54",102,3294
"Firefox 55",102,3319
"Firefox 56",102,3419
"Firefox 57",102,3421
"Firefox 58",102,3436
"Firefox 59",102,3563
"Firefox 60",102,3588
"Firefox 61",102,3896
"Firefox 62",102,3908
"Firefox 63",102,4250
Trunk,102,3382
unspecified,102,1215
unspecified,103,1228
"1.0 Branch",104,1230
"1.5.0.x Branch",104,1231
"10 Branch",104,1232
"11 Branch",104,1233
"12 Branch",104,1234
"13 Branch",104,1235
"14 Branch",104,1236
"15 Branch",104,1237
"16 Branch",104,1238
"17 Branch",104,1239
"18 Branch",104,1240
"19 Branch",104,1241
"2.0 Branch",104,1242
"20 Branch",104,1243
"21 Branch",104,1244
"22 Branch",104,1245
"23 Branch",104,1246
"24 Branch",104,1319
"25 Branch",104,1338
"26 Branch",104,1381
"27 Branch",104,1396
"28 Branch",104,1420
"29 Branch",104,1483
"3.0 Branch",104,1247
"3.5 Branch",104,1248
"3.6 Branch",104,1249
"30 Branch",104,1537
"31 Branch",104,1555
"32 Branch",104,1590
"33 Branch",104,1613
"34 Branch",104,1683
"35 Branch",104,1714
"36 Branch",104,1931
"37 Branch",104,1946
"38 Branch",104,2136
"39 Branch",104,2147
"4.0 Branch",104,1250
"40 Branch",104,2163
"41 Branch",104,2280
"42 Branch",104,2298
"43 Branch",104,2323
"44 Branch",104,2345
"45 Branch",104,2368
"46 Branch",104,2442
"47 Branch",104,2537
"48 Branch",104,2600
"49 Branch",104,2663
"5 Branch",104,1251
"50 Branch",104,2718
"51 Branch",104,2907
"52 Branch",104,2908
"53 Branch",104,2929
"54 Branch",104,3297
"55 Branch",104,3320
"56 Branch",104,3442
"57 Branch",104,3443
"58 Branch",104,3444
"59 Branch",104,3565
"6 Branch",104,1252
"60 Branch",104,3894
"61 Branch",104,3893
"62 Branch",104,3911
"7 Branch",104,1253
"8 Branch",104,1254
"9 Branch",104,1255
Trunk,104,1256
unspecified,104,1229
unspecified,105,1312
unspecified,106,1313
---,107,3920
other,107,1332
Production,107,3412
Staging,107,3411
Trunk,107,3410
unspecified,107,2389
unspecified,108,1373
---,110,2361
other,110,1390
Trunk,110,2362
unspecified,110,1374
unspecified,111,1375
unspecified,112,1437
Backlog,113,1490
"Company-Level Goal",113,1491
"Customer Request",113,1493
"Department-Level Goal",113,1492
"IT-Level Goal",113,1544
"Operational Work",113,1494
other,113,1937
0.1,114,1496
0.1.1,114,1497
0.1.2,114,1498
0.1.3,114,1499
0.2,114,1500
0.3a1,114,1501
0.3a2,114,1502
1.0,114,1503
1.1,114,1504
1.2,114,1505
1.3,114,1506
1.4,114,1507
1.5,114,1508
1.6,114,2400
38,114,2401
39,114,2402
40,114,2403
41,114,2404
42,114,2405
43,114,2406
44,114,2407
45,114,2408
46,114,2409
47,114,2410
48,114,2619
49,114,2620
50,114,2621
51,114,2884
52,114,2909
53,114,2934
54,114,3301
55,114,3323
56,114,3445
57,114,3446
58,114,3447
59,114,3572
60,114,3891
61,114,3892
62,114,3913
trunk,114,1495
0.1,115,1510
0.1.1,115,1511
0.1.2,115,1512
0.1.3,115,1513
0.2,115,1514
0.3a1,115,1515
0.3a2,115,1516
1.0,115,1517
1.1,115,1518
1.2,115,1519
1.3,115,1520
1.4,115,1521
1.5,115,1522
38,115,2390
39,115,2391
40,115,2392
41,115,2393
42,115,2394
43,115,2395
44,115,2396
45,115,2397
46,115,2398
47,115,2399
48,115,2616
49,115,2617
50,115,2618
51,115,2889
52,115,2903
53,115,2928
54,115,3296
55,115,3318
56,115,3437
57,115,3438
58,115,3439
59,115,3571
60,115,3599
61,115,3889
62,115,3909
trunk,115,1509
unspecified,116,1523
unspecified,117,1543
Production,119,1548
unspecified,121,1599
---,122,1630
Trunk,122,1922
1.0,123,1668
10.0,123,1677
2.0,123,1669
3.0,123,1670
4.0,123,1671
5.0,123,1672
6.0,123,1673
7.0,123,1674
8.0,123,1675
9.0,123,1676
unspecified,123,1667
"1.0 Branch",124,1801
"1.5.0.x Branch",124,1802
"10 Branch",124,1803
"11 Branch",124,1804
"12 Branch",124,1805
"13 Branch",124,1806
"14 Branch",124,1807
"15 Branch",124,1808
"16 Branch",124,1809
"17 Branch",124,1810
"18 Branch",124,1811
"19 Branch",124,1812
"2.0 Branch",124,1813
"20 Branch",124,1814
"21 Branch",124,1815
"22 Branch",124,1816
"23 Branch",124,1817
"24 Branch",124,1818
"25 Branch",124,1819
"26 Branch",124,1820
"27 Branch",124,1821
"28 Branch",124,1822
"29 Branch",124,1823
"3.0 Branch",124,1824
"3.5 Branch",124,1825
"3.6 Branch",124,1826
"30 Branch",124,1827
"31 Branch",124,1828
"32 Branch",124,1829
"33 Branch",124,1830
"34 Branch",124,1831
"35 Branch",124,1832
"4.0 Branch",124,1833
"5 Branch",124,1834
"6 Branch",124,1835
"7 Branch",124,1836
"8 Branch",124,1837
"9 Branch",124,1838
Trunk,124,1839
unspecified,124,1694
0.9,125,1785
1.0,125,1786
2.0,125,1787
3.0,125,1788
3.2,125,1789
4.x,125,1790
"ACR 2.*",125,2546
ACR-0.*,125,1791
ACR-0.8.6,125,1792
ACR-0.9,125,1793
ACR-1.*,125,1794
BW-1.1.x,125,1795
BW-1.2,125,1796
BW-1.2.1,125,1797
BW-2.0,125,1798
unspecified,125,1708
other,126,2156
unspecified,126,1800
.5,127,1871
0.1,127,1886
0.2,127,1887
0.3,127,1888
1.0,127,1872
"1.0 Branch",127,1873
1.1,127,1889
"1.4 Branch",127,1874
1.5,127,1890
1.6,127,1891
1.7,127,1892
"1.7 Branch",127,1875
1.8,127,1893
"1.8 Branch",127,1876
1.9,127,1894
"1.9.0 Branch",127,1877
"1.9.1 Branch",127,1878
"1.9.2 Branch",127,1879
1.x,127,1895
2.0,127,1880
2.1,127,1896
2.10,127,1897
2.2,127,1898
2.3,127,1899
2.4,127,1900
2.5,127,1901
2.6,127,1902
2.7,127,1903
2.8,127,1904
3.0,127,1905
3.1,127,1906
3.2,127,1907
4.0,127,1908
4.1,127,1909
4.2,127,1910
4.3,127,1911
4.4,127,1912
4.5,127,1913
5,127,1881
5.0,127,1914
Development/Staging,127,1917
other,127,1870
"Other Branch",127,1882
Production,127,1918
Trunk,127,1883
unspecified,127,1869
unspecified,128,1920
unspecified,129,1940
unspecified,130,1953
unspecified,132,2174
---,133,2176
Trunk,133,2177
unspecified,133,2175
"Firefox 11",134,2179
"Firefox 12",134,2180
"Firefox 13",134,2181
"Firefox 14",134,2182
"Firefox 15",134,2183
"Firefox 16",134,2184
"Firefox 17",134,2185
"Firefox 18",134,2186
"Firefox 19",134,2187
"Firefox 20",134,2188
"Firefox 21",134,2189
"Firefox 22",134,2190
"Firefox 23",134,2191
"Firefox 24",134,2192
"Firefox 25",134,2193
"Firefox 26",134,2194
"Firefox 27",134,2195
"Firefox 28",134,2196
"Firefox 29",134,2197
"Firefox 30",134,2198
"Firefox 31",134,2199
"Firefox 32",134,2200
"Firefox 33",134,2201
"Firefox 34",134,2202
"Firefox 35",134,2203
"Firefox 36",134,2204
"Firefox 37",134,2205
"Firefox 38",134,2206
"Firefox 39",134,2207
"Firefox 40",134,2208
Trunk,134,2209
unspecified,134,2178
"1.9.0 Branch",135,2213
"1.9.1 Branch",135,2214
"1.9.2 Branch",135,2215
"10 Branch",135,2216
"11 Branch",135,2217
"12 Branch",135,2218
"13 Branch",135,2219
"14 Branch",135,2220
"15 Branch",135,2221
"16 Branch",135,2222
"17 Branch",135,2223
"18 Branch",135,2224
"19 Branch",135,2225
"2.0 Branch",135,2226
"20 Branch",135,2227
"21 Branch",135,2228
"22 Branch",135,2229
"23 Branch",135,2230
"24 Branch",135,2231
"25 Branch",135,2232
"26 Branch",135,2233
"27 Branch",135,2234
"28 Branch",135,2235
"29 Branch",135,2236
"30 Branch",135,2237
"31 Branch",135,2238
"32 Branch",135,2239
"33 Branch",135,2240
"34 Branch",135,2241
"35 Branch",135,2242
"36 Branch",135,2243
"37 Branch",135,2244
"38 Branch",135,2245
"39 Branch",135,2246
"40 Branch",135,2247
"41 Branch",135,2629
"42 Branch",135,2630
"43 Branch",135,2631
"44 Branch",135,2632
"45 Branch",135,2633
"46 Branch",135,2634
"47 Branch",135,2635
"48 Branch",135,2636
"49 Branch",135,2895
"5 Branch",135,2248
"50 Branch",135,2896
"51 Branch",135,2897
"52 Branch",135,3289
"53 Branch",135,3290
"54 Branch",135,3741
"55 Branch",135,3742
"56 Branch",135,3743
"57 Branch",135,3744
"58 Branch",135,3745
"59 Branch",135,3746
"6 Branch",135,2249
"60 Branch",135,3747
"7 Branch",135,2250
"8 Branch",135,2251
"9 Branch",135,2252
"Other Branch",135,2253
Trunk,135,2254
unspecified,135,2212
"Version 1",135,2637
"Version 2",135,2638
"Version 3",135,2639
unspecified,136,2292
Trunk,137,2306
unspecified,137,2293
other,138,2388
unspecified,138,2314
other,139,2333
unspecified,139,2332
unspecified,140,2334
Backlog,141,2354
"Company-Level Goal",141,2355
"Customer Request",141,2356
"Department-Level Goal",141,2357
"IT-Level Goal",141,2358
"Operational Work",141,2359
other,141,2353
Beta,142,2414
"Firefox 4",142,2415
"Firefox 5",142,2416
"Firefox 6",142,2417
other,142,2418
Trunk,142,2419
unspecified,142,2413
1.0,143,2923
1.1,143,2924
2.0,143,2925
2.0.1,143,2940
2.1,143,2941
3.0,143,2942
3.1,143,3313
3.2,143,3332
3.3,143,3333
4.0,143,3334
unspecified,143,2437
other,144,2597
unspecified,144,2592
---,145,2596
Development/Staging,145,2595
Production,145,2594
unspecified,145,2593
unspecified,146,2598
0.x,147,2670
1.x,147,2671
10.0,147,2672
10.1,147,2673
10.2,147,2674
10.3,147,2675
10.x,147,2676
11.x,147,2677
12.x,147,2678
13.x,147,2679
14.x,147,2680
15.x,147,2681
16.x,147,2682
17.x,147,2683
18.x,147,2684
19.x,147,2685
2.x,147,2686
20.x,147,2687
3.x,147,2688
4.x,147,2689
5.x,147,2690
6.x,147,2691
7.x,147,2692
8.x,147,2693
9.x,147,2694
unspecified,147,2669
unspecified,148,2705
other,149,2714
unspecified,149,2713
"1.0 Branch",150,2731
"1.5.0.x Branch",150,2732
"10 Branch",150,2733
"11 Branch",150,2734
"12 Branch",150,2735
"13 Branch",150,2736
"14 Branch",150,2737
"15 Branch",150,2738
"16 Branch",150,2739
"17 Branch",150,2740
"18 Branch",150,2741
"19 Branch",150,2742
"2.0 Branch",150,2743
"20 Branch",150,2744
"21 Branch",150,2745
"22 Branch",150,2746
"23 Branch",150,2747
"24 Branch",150,2748
"25 Branch",150,2749
"26 Branch",150,2750
"27 Branch",150,2751
"28 Branch",150,2752
"29 Branch",150,2753
"3.0 Branch",150,2754
"3.5 Branch",150,2755
"3.6 Branch",150,2756
"30 Branch",150,2757
"31 Branch",150,2758
"32 Branch",150,2759
"33 Branch",150,2760
"34 Branch",150,2761
"35 Branch",150,2762
"36 Branch",150,2763
"37 Branch",150,2764
"38 Branch",150,2765
"39 Branch",150,2766
"4.0 Branch",150,2767
"40 Branch",150,2768
"41 Branch",150,2769
"42 Branch",150,2770
"43 Branch",150,2771
"44 Branch",150,2772
"45 Branch",150,2773
"46 Branch",150,2774
"47 Branch",150,2775
"48 Branch",150,2776
"49 Branch",150,2777
"5 Branch",150,2778
"50 Branch",150,2779
"6 Branch",150,2780
"7 Branch",150,2781
"8 Branch",150,2782
"9 Branch",150,2783
Trunk,150,2784
unspecified,150,2730
0.1,151,2816
0.2,151,2817
0.3,151,2818
1.0,151,2819
1.1,151,2820
1.5,151,2821
1.6,151,2822
1.7,151,2823
1.8,151,2824
1.9,151,2825
1.x,151,2826
2.0,151,2827
2.1,151,2828
2.10,151,2829
2.2,151,2830
2.3,151,2831
2.4,151,2832
2.5,151,2833
2.6,151,2834
2.7,151,2835
2.8,151,2836
3.0,151,2837
3.1,151,2838
3.2,151,2839
4.0,151,2840
4.1,151,2841
4.2,151,2842
4.3,151,2843
4.4,151,2844
4.5,151,2845
5.0,151,2846
other,151,2847
Trunk,151,2848
unspecified,151,2815
unspecified,152,2894
2014-01.1,153,2946
2014-01.2,153,2947
2014-01.3,153,2948
2014-01.4,153,2949
2014-01.5,153,2950
2014-01.6,153,2951
2014-02.1,153,2952
2014-02.2,153,2953
2014-02.3,153,2954
2014-02.4,153,2955
2014-02.5,153,2956
2014-02.6,153,2957
2014-03.1,153,2958
2014-03.2,153,2959
2014-03.3,153,2960
2014-03.4,153,2961
2014-03.5,153,2962
2014-03.6,153,2963
2014-04.1,153,2964
2014-04.2,153,2965
2014-04.3,153,2966
2014-04.4,153,2967
2014-04.5,153,2968
2014-04.6,153,2969
2014-05.1,153,2970
2014-05.2,153,2971
2014-05.3,153,2972
2014-05.4,153,2973
2014-05.5,153,2974
2014-05.6,153,2975
2014-06.1,153,2976
2014-06.2,153,2977
2014-06.3,153,2978
2014-06.4,153,2979
2014-06.5,153,2980
2014-06.6,153,2981
2014-07.1,153,2982
2014-07.2,153,2983
2014-07.3,153,2984
2014-07.4,153,2985
2014-07.5,153,2986
2014-07.6,153,2987
2014-08.1,153,2988
2014-08.2,153,2989
2014-08.3,153,2990
2014-08.4,153,2991
2014-08.5,153,2992
2014-08.6,153,2993
2014-09.1,153,2994
2014-09.2,153,2995
2014-09.3,153,2996
2014-09.4,153,2997
2014-09.5,153,2998
2014-09.6,153,2999
2014-10.1,153,3000
2014-10.2,153,3001
2014-10.3,153,3002
2014-10.4,153,3003
2014-10.5,153,3004
2014-10.6,153,3005
2014-11.1,153,3006
2014-11.2,153,3007
2014-11.3,153,3008
2014-11.4,153,3009
2014-11.5,153,3010
2014-11.6,153,3011
2014-12.1,153,3012
2014-12.2,153,3013
2014-12.3,153,3014
2014-12.4,153,3015
2014-12.5,153,3016
2014-12.6,153,3017
2015-1.1,153,3018
2015-1.2,153,3019
2015-1.3,153,3020
2015-1.4,153,3021
2015-1.5,153,3022
2015-1.6,153,3023
2015-10.1,153,3024
2015-10.2,153,3025
2015-10.3,153,3026
2015-10.4,153,3027
2015-10.5,153,3028
2015-10.6,153,3029
2015-11.1,153,3030
2015-11.2,153,3031
2015-11.3,153,3032
2015-11.4,153,3033
2015-11.5,153,3034
2015-11.6,153,3035
2015-12.1,153,3036
2015-12.2,153,3037
2015-12.3,153,3038
2015-12.4,153,3039
2015-12.5,153,3040
2015-12.6,153,3041
2015-2.1,153,3042
2015-2.2,153,3043
2015-2.3,153,3044
2015-2.4,153,3045
2015-2.5,153,3046
2015-2.6,153,3047
2015-3.1,153,3048
2015-3.2,153,3049
2015-3.3,153,3050
2015-3.4,153,3051
2015-3.5,153,3052
2015-3.6,153,3053
2015-4.1,153,3054
2015-4.2,153,3055
2015-4.3,153,3056
2015-4.4,153,3057
2015-4.5,153,3058
2015-4.6,153,3059
2015-5.1,153,3060
2015-5.2,153,3061
2015-5.3,153,3062
2015-5.4,153,3063
2015-5.5,153,3064
2015-5.6,153,3065
2015-6.1,153,3066
2015-6.2,153,3067
2015-6.3,153,3068
2015-6.4,153,3069
2015-6.5,153,3070
2015-6.6,153,3071
2015-7.1,153,3072
2015-7.2,153,3073
2015-7.3,153,3074
